Name,Department,Rating,Would Take Again,Level of Difficulty
Marcos Pizarro,Chicano Studies,4.2,50%,2.6
Leslye Tinson,Psychology,3.9,75%,2.6
Carlos Morante Melendez,Physics,4.7,100%,3
Joanne Loos,Communication Studies,5.0,100%,2
Scott Sublett,"Radio, TV & Film",4.5,90%,2.2
Karen Williams,Communication Studies,4.3,84%,2.2
Lesther Papa,Psychology,4.2,84%,2.3
Binh Le,Electrical Engineering,4.8,89%,3.1
Amanda Frank-Baldwin,Mathematics,4.8,95%,2.6
Diana Centeno Delgado,Meteorology,4.5,100%,2.2
Alessandro Bellofiore,Chemical Engineering,4.6,86%,3.7
Matthew Taylor,Art Design,4.4,84%,2.3
Patrick Hamill,Physics,4.7,50%,3
Tiffany Curtin,Library amp Information Science,4.0,50%,3.5
Robert Nicholson,Computer Engineering,2.8,45%,2.7
Bonnie Belshe,History,5.0,100%,3
Braniff Davis,Meteorology,5.0,100%,2
Yang Hu,Kinesiology,5.0,100%,2.5
Renee Fecteau,Computer Science,3.7,100%,3.2
Tanja Nathanael,English,4.5,88%,2.6
David Santiago,Chemistry,5.0,100%,1
Cristin Boyd,English & Comparative Lit.,4.4,90%,3.3
Jennifer Morrison,Communication Studies,4.2,64%,2.9
James C Lindahl,Philosophy,4.8,96%,1.9
Haluk Ozemek,Computer Engineering,2.6,24%,4.1
Gina Quan,Physics,4.8,100%,2.6
Nikki Yeboah,Communication,2.6,40%,4.3
Pantea Karimi,Art & Design,2.9,0%,2.6
Holly Royaltey,Social Science,2.3,29%,4.3
Nico Peck,Communication Studies,4.8,100%,2
Rebecca Chan,Philosophy,3.6,63%,3.1
Dawn Tu,Asian American Studies,4.1,88%,2.6
Debbie Abbott,Accounting Finance,5.0,100%,2.2
Brendan Lodge,Music,2.5,25%,4.3
Kong Li,Computer Engineering,3.6,69%,4
Alessandro De Giorgi,Justice Studies,3.8,67%,2.7
James Wojtowicz,Marketing,2.0,100%,4
Oliver Yu,Marketing,2.5,23%,3.4
Susan Snycerski,Psychology,3.7,70%,3.4
Megumi Hosoda,Psychology,4.0,93%,2.7
Sarah Caligiuri,Social Science,4.0,100%,3
Stacey Moultry,History,3.0,64%,3
Susan Chen,Nutrition amp Foods,4.8,84%,2.2
Laura Bell,Communication Studies,5.0,100%,2.5
Todd Engstrom,Nutrition & Foods,5.0,100%,2
Jessica Hollander,English & Comparative Lit.,5.0,100%,1.5
Shai Silberman,Computer Engineering,2.8,100%,3.3
Steven Francis,Business,4.1,58%,3.4
Muhieddine Maaz,Civil Engineering,3.9,65%,2.7
Farideh Dada,Journalism,5.0,100%,2.7
Mai Hoang,Ethnic Studies,5.0,100%,1
Cassandra Straubing,Art & Design,3.4,67%,3.9
Samia Khalaf,Art & Design,4.8,100%,2.8
John McClusky,Art & Design,4.1,100%,3.4
Gretchen Lester,Business,2.9,59%,3.4
Margaret Stevenson,Justice Studies,4.3,67%,3.4
Marion Schinn Beach,Counselor Education,3.5,100%,3.8
Alison Armstrong,Art & Design,2.3,50%,3.5
Xi Feng,Nutrition & Foods,4.8,100%,2.8
Nadine Skinner,Environmental Studies,3.5,75%,2.8
Stephanie Coopman,Communication,3.6,64%,2.9
Gary Klee,Environmental Studies,3.5,75%,3.7
Sham Fugz,Women's Studies,5.0,100%,1
Xuanhong An,Engineering,3.0,0%,3
Marjan Orang,Economics,3.2,50%,3.8
Kristin FitzPatrick Ezell,English & Comparative Lit.,3.4,80%,2.6
Roshini Joseph,Linguistics & Language Dev.,3.7,29%,3.2
Gregory Smay,History,3.2,50%,4.1
Kyleigh Brine,Dance,5.0,100%,1
Jessica Williamson,Geology,5.0,100%,2
Jiayin Wang,Mathematics,4.0,100%,4
Marlena Jacobs,Mathematics,5.0,100%,1
Michael Fisher,African-American Studies,4.0,72%,2.4
Jason DeHhaan,Mathematics,2.5,25%,3.3
Wael Abdeljabbar,Technology,5.0,100%,2
Dan Williamson,Philosophy,3.0,18%,3
Jose Aguinaga,Library & Information Science,4.8,100%,2.6
Victoria Arnold,Geology,4.3,100%,1.7
Linda Main,Library Science,3.2,20%,4.2
Matthew Capriotti,Psychology,4.4,88%,3
Alexandra Chakarov,Computer Science,4.1,79%,3
Sreekanth Ramakrishnan,Business,3.4,72%,3.4
Kathy Haven,Writing,5.0,100%,1.5
Steven Samotis,Aviation & Technology,5.0,100%,2
Charlotte Sunseri,Anthropology,4.8,100%,1.9
Stan Butler,Physical Ed,2.3,20%,3.4
George Pinto,Philosophy,4.4,100%,1.6
William Rizza,Geology,5.0,100%,2
Lorri Capizzi,Counselor Education,4.9,100%,1.7
Jamie Kubota,Nutrition & Foods,4.0,89%,2.1
Alan Meyer,Geology,4.3,75%,2.3
Alisha Ragland,Anthropology,5.0,100%,2
Heriberta Kamimura,Spanish,5.0,100%,3.5
Mara Williams,Biology,2.9,80%,4
Resa Kelly,Chemistry,3.4,32%,3.3
Andy Lutzky,Communication,5.0,100%,2.9
Hiu Yung Wong,Electrical Engineering,5.0,100%,2.8
Noelle Williams,English,3.8,0%,3
Jose Villagrana,English & Comparative Lit.,4.0,73%,2.7
Abdollah Tabrizi,Mechanical Engineering,4.7,100%,3
Aamina Ahmad,English amp Comparative Lit.,4.1,82%,2.3
Corey Hernandez,Psychology,5.0,100%,2
Robin Lasser,Art & Design,3.1,30%,2.1
Sharmin Khan,Linguistics & Language Dev.,4.8,100%,2.9
William McCraw,Political Science,4.8,100%,2.1
Samih Obaid,Mathematics,4.6,91%,2.5
Virginia M Tucker,Library Science,3.9,86%,3.2
Clare Cordero,Engineering,3.3,43%,3.7
Malary Mc William,Business,3.2,100%,4.4
Daniel Wagnon,Philosophy,4.9,100%,1.9
Herbert Oestreich,Business,5.0,100%,3.5
Kris Rodriguez,Mass Communications,5.0,100%,2
Zeyu Gao,Computer Science,1.7,0%,3.7
Tom Rickenbach,Meteorology,4.8,100%,2.3
Stan Malos,Business,3.1,58%,3.3
Kevin Roe,Health Science,3.8,55%,3.1
Sanggon Nam,Health Science,1.0,0%,4
Madalyn Radlauer,Chemistry,4.1,63%,4.2
Peter Hadreas,Philosophy,4.4,100%,1.9
Ravisha Mathur,Child Development,4.3,19%,3.4
William Murray,Biology,3.7,50%,3.7
Shawn Tran,Linguistics,2.2,22%,4.2
Daniel Rosenberg,Industrial Engineering,3.7,67%,2.7
David Goulette,Mathematics,4.5,100%,2.5
Yolanda Canny,Business Communications,5.0,100%,2.7
Ann Agee,Library amp Information Science,4.5,100%,3
Beverly Swanson,"Radio, TV & Film",4.3,84%,2
Usha Ganeshalingam,Mathematics,2.2,0%,4
Michele McCarthy,Health Science,3.8,48%,2
James McCabe,Gerontology,5.0,100%,1.2
Corina Herrera,Communication Studies,5.0,100%,1
Craig Jones,Health Science,2.6,20%,4.2
Thomas Gamburg,"Radio, TV & Film",4.0,67%,3.3
Yulia Newton,Computer Science,4.7,95%,1.8
Cara Maffini,Counselor Education,4.4,100%,2.6
Patrick MacDonald,Sociology,4.3,100%,1.3
Lauren Piraro,History,2.0,24%,4.1
Rosa Vega,Justice Studies,5.0,100%,2.3
Rainbow DeSilva,Environmental Studies,4.6,91%,2.5
Masaaki Tsuruike,Kinesiology,5.0,100%,2
Jodie Clark,Meteorology,3.4,57%,3.5
Sonja Lilienthal,Marketing,3.3,35%,2.4
Richard Keady,Religious Studies,3.0,100%,2.6
Doug Sherman,Physics,2.3,100%,3.2
Irina Berman,Physics,3.4,0%,2.4
Elizabeth David,Science,3.9,100%,2.2
Rachel Berkowitz,Health Science,2.6,37%,3.7
Lisa Steinmark,Social Science,4.0,100%,5
Benjamin Carter,Biology,4.0,100%,5
Alana Bailey,Mathematics,5.0,100%,1.9
Emma Sintamarian Dascalescu,Art & Design,3.6,50%,3
Yu Zhang,Education,1.0,0%,1
Elizabeth Harris,Communication,3.5,39%,2.5
Amy Glazer,Theater,3.7,70%,2.4
Joseph Rodriguez,Aerospace Studies,1.8,25%,3.6
Richard Webb,Communication Studies,2.7,34%,3
Saggon Nam,Health Science,1.0,0%,5
Shannon Riley,Humanities,3.8,0%,3
Ahmet Bindal,Computer Engineering,3.4,50%,3.7
Anh Tran,Chemistry,2.4,15%,3.4
Liam Stanton,Mathematics,4.9,100%,2.5
Karin Jeffrey,Kinesiology,4.9,100%,1.8
Steve Mannshardt,Theater,5.0,100%,3
John York,Theater,2.5,50%,4
Rene Siegel,Journalism & Mass Comm.,5.0,100%,2.9
Shannon Wright,Art & Design,4.5,100%,3.1
Gheorghi Guzun,Computer Engineering,4.3,90%,3.9
Mary Okin,Humanities,4.4,80%,2.8
Nicole Norton,Economics,3.8,75%,2.8
Seungjoon Lee,Special Education,4.8,84%,2.5
Ted Coopman,Communication,4.0,62%,3.5
Zainab Nisa,Communication Studies,3.9,67%,1.9
Abdulmelik Mohammed,Engineering,2.0,0%,2.5
Nisha Garud Patkar,Journalism,3.5,61%,3.4
Tazmina Sharmin,Computer Science,1.0,0%,4
Frank Freedman,Environmental Studies,2.5,34%,3.2
Shawn Flethcer,Journalism & Mass Comm.,4.5,100%,1
Rongere Francois,Mechanical Engineering,5.0,100%,1
Kristy Cross,Child Development,4.3,84%,2
Simone Yeager,Geology,4.0,100%,2
Chandrasekhar Mukherjee,Computer Science,1.0,0%,4.9
Ahoura Zandiatashbar,Urban & Regional Planning,4.0,100%,2.5
Salman Ahsan,Mechanical Engineering,1.2,4%,4.6
Caroline Fee,Nutrition,4.6,100%,2.2
Jana Neubauerova,Sociology,2.0,0%,4
Phylis Johnson,Journalism & Mass Comm.,4.0,100%,3
Ahmed Ezzat,Computer Science,3.2,64%,2.7
Emily Henderson,Mathematics,5.0,100%,1
Jonathan Weiner,Business,5.0,100%,1.5
Larry Sokoloff,Mass Communications,3.5,46%,3.1
Lacey Atkinson,Kinesiology,4.1,75%,2.9
Sanjay Garje,Computer Science,2.8,25%,4
Mario Chris,English & Comparative Lit.,3.0,0%,3
Roger Salstrom,Business,3.8,64%,2.9
Bree Grillo-hill,Biology,3.0,40%,4
Kimberly Wong,Justice Studies,2.8,50%,4
Courtney Burks,Communication Studies,4.1,75%,3.1
Elizabeth McGee,Biology,3.8,65%,2.5
Jose Duarte,Marketing,4.5,82%,3.5
Li Jin,Kinesiology,4.4,88%,3
Miguel Valero,Science,2.0,0%,4
Minna Holopainen,Communication Studies,4.4,45%,2.7
Heather Cooper,Dance,4.1,90%,2.7
Qi Zhang,Computer Science,1.9,0%,3
David Sargent,Justice Studies,5.0,100%,1.8
Patrick Ferraro,Environmental Studies,4.5,100%,1.7
Peter Park,Civil Engineering,5.0,100%,3
Brent Walters,Comparative Religion,4.5,73%,2.7
Emily Wughalter,Physical Ed,4.6,89%,3
Roula Svorou,Linguistics,4.5,100%,2.6
Carolynn Shannon,Fine Arts,5.0,100%,1
Sarika Pruthi,Business,2.4,24%,3.6
Arnab Mukherjea,Health Science,3.1,0%,3
Rebecca Messina,Liberal Studies,5.0,100%,2.7
Robert Steinberg,Marketing,5.0,100%,2.3
Christopher Luna-Mega,Music,4.0,100%,3
G. Kent Webb,Business,4.2,75%,2.3
Valerie Mendoza,Photography,4.2,100%,2.9
Vincent Wawrzynski,Aviation,4.5,75%,2.5
Juzi Zhao,Electrical Engineering,4.0,75%,2.5
Daniel Brook,Sociology,4.5,92%,2.6
Galen Lemmon,Music,4.3,34%,2.7
Juan Pablo Mercado,Chicano Studies,4.5,84%,2.8
Chelsea Thompto,Art & Design,5.0,100%,1.5
Earl Gee,Design,4.5,100%,4
Raymond Dean,Library & Information Science,4.9,100%,2.8
Jeremy W. Kemp,Library Science,3.6,0%,2.4
Sonja House,Social Work,5.0,100%,3
Abhishek Gaikwad,Computer Science,5.0,100%,4
Scott Myers-Lipton,Sociology,3.6,64%,3.6
Vasiliki Rounti,Design,3.7,72%,3
Glen Mules,Library Information Science,1.0,0%,5
Adan Ocegueda,Hospitality,5.0,100%,2.7
Bianca Hernandez,Social Science,5.0,100%,2
Margaret Driscoll,Library & Information Science,5.0,100%,2
Maria Springs,Geology,5.0,100%,3
Burford (BJ) Furman,Mechanical Engineering,3.3,80%,3.4
Kenneth Yeager,Political Science,5.0,100%,2.6
Bruce Olszewski,Environmental Studies,2.7,62%,3.4
Carolyn Shannon,Music,5.0,100%,2
Monica Nicholas,Health Science,2.0,0%,4
Shannon Waltrip-Sequeira,Communication Studies,3.5,40%,2.9
Nejra Mujkanovic,Chemistry,5.0,100%,2
Halima Kazem,Journalism,3.5,65%,3.7
Xiaoman Miao,Chinese,5.0,100%,1
Jan English-Lueck,Anthropology,4.3,60%,2.3
Timothy Dickey,Library & Information Science,3.3,45%,4
Anne Raygoza,Communication,5.0,100%,2
Metha Klock,Environmental Studies,3.7,67%,2.7
Alberto Garcia,History,5.0,100%,2.3
Catherine Lycurgus,Accounting,2.5,25%,3.5
Rengachary Parthasarathy,Physics,2.9,40%,3.2
Carolina Prado,Environmental Studies,2.0,0%,3
Bailey White,Health Science,5.0,100%,3
Bernice Webber,Physics,4.0,100%,3
Lee Patterson,English & Comparative Lit.,4.8,100%,2.3
Michele Bondi,Health Occupations,3.7,53%,1.9
Ruvani Fonseka,Social Work,5.0,100%,3.2
Kathryn Davis,Geography,4.0,40%,1.9
Ellen Greenblatt,Library Science,2.8,0%,3.6
Jonathan Miller,Geology,4.6,100%,2.4
Martin Ordonez,Political Science,2.0,25%,3.8
Ellen Lin,Counselor Education,1.0,0%,3
Auston Davis,Computer Science,3.0,34%,3.3
Bob Rucker,Journalism,3.7,25%,3.6
Rachel Bryant-Anderson,Sociology,4.3,75%,3.3
Matthew Boland,Business,3.8,40%,4
Alison Pentland,Communication Disorders,3.7,67%,3
Lisa Stenmark,Humanities,3.9,69%,2.7
Gina Muriera,Child Development,3.8,67%,2.8
Samuel Obi,Technology,2.6,34%,2.3
Timothy Langston,Technology,5.0,100%,2
Nadia Abbasi,Health Science,3.3,42%,3.7
Joan Steidinger,Psychology,2.1,24%,2.9
Tzvia Abramson,Biology,2.2,10%,4.4
Dahyun Oh,Materials Engineering,3.8,80%,3.4
David Neighbors,Business,5.0,100%,4
Sharon Stranahan,Linguistics Language Dev.,4.3,80%,3.8
Loni Davis,Psychology,1.3,0%,3.9
Katherine Harris,English,2.5,11%,4.4
Lydia Ortega,Economics,2.9,27%,3.9
Joel Franks,History,4.3,100%,2
Mei-Yan LU,Education,4.3,67%,1.5
Gloria Wang,Spanish,5.0,100%,2.5
Dustin Mulvaney,Environmental Studies,4.3,75%,2.6
Devangi Chinchankar,Computer Science,4.0,100%,3.8
Mitchell Chavarria,Mathematics,4.9,100%,2.6
Christopher March,Mechanical Engineering,4.5,100%,2
Christina Plank,Asian American Studies,3.0,0%,4
Tanzeen Doha,Philosophy,3.4,67%,2.4
Donald Feasel,Art & Design,4.8,100%,1.3
Wendy Rouse,History,4.8,100%,1.8
Laura Roden,Business,2.6,20%,4.2
Max Rivera,Mathematics,4.9,100%,2.4
Larisa Usich,Art,5.0,100%,2
Ziming Liu,Library Science,3.6,45%,2.6
Elizabeth McGee-Bergerol,Biology,4.7,100%,2.7
Jean Lacrampe,Writing,5.0,100%,2
Patrick Surgalski,Art & Design,3.2,20%,2.8
David Wood,Aviation,3.2,75%,3.4
Brohne Lawhorne,Communication Studies,4.2,67%,2.9
Joshua (Josh) Coleman,English & Comparative Lit.,5.0,100%,2.3
Gregorio Mora-Torres,History,2.8,25%,2.9
Ashley Van Dyne,Geology,4.1,73%,2.8
Osland Asbjorn,Business,4.0,100%,2.7
Anthony Andre,Psychology,1.7,67%,3.3
Melissa Fuller,Health Science,5.0,100%,2.7
Susan Bowley,Engineering,1.5,10%,3.4
Hatice Sadikoglu-Asan,Art History,3.4,55%,2.6
Rick Reed,Marketing,5.0,100%,1.7
Luci Gabel,Kinesiology,3.8,75%,3
Sasha Kiselstein,Civil Engineering,4.7,100%,3
Laura Martins,Biology,5.0,100%,3
Carol Sawyer,Library & Information Science,2.6,20%,2.9
Erin Siebert,Kinesiology,3.0,34%,3
Stephen Eckstone,Journalism,3.6,93%,1.9
Jalylah Burrell,African-American Studies,4.4,88%,1.8
Laimin Lo,Business Communications,4.3,88%,4.3
Maureen Lowell,Justice Studies,2.9,41%,3.4
Beth Wrenn-Estes,Library Science,2.9,47%,3.6
Yue (Wilson) Yuan,Justice Studies,3.7,67%,3.7
Laurence Pedroni,Justice Studies,4.8,100%,2.5
Isaiah DeMarco,Communication,4.0,67%,2.5
Colette LaSalle,Nutrition Foods,4.3,75%,3
Mike Larkin,Computer Engineering,3.5,40%,3.4
Annalise Vanwyngarden,Chemistry,3.2,42%,3.7
Daryl Eggers,Chemistry,4.8,100%,3.2
Danae Khorasani,Anthropology,3.0,0%,2.5
Jorjeta Jetcheva,Computer Engineering,3.5,50%,3.5
Amor Santiago,Health Science,2.7,19%,3.3
Cristian Tanase,Kinesiology,5.0,100%,1.5
Jonathan Ponniah,Electrical Engineering,3.6,66%,2.3
Raina Chelise,Communication Studies,4.7,89%,1.8
William Tauzer,Mathematics,3.6,60%,2.8
Girum Awoke,Civil Engineering,4.0,100%,1
Lili He,Electrical Engineering,2.4,30%,3.2
Vivian Silva,Gerontology,3.3,20%,2
Cari Borja,Anthropology,3.0,0%,1
Mildred Alvarez,Psychology,4.6,93%,2.1
Dave Hamilton,Communication,4.8,100%,1.7
Connie Hwang,Art & Design,4.0,50%,4.3
Fariah Mahzabeen,Technology,4.5,75%,2.8
Tyler Shewey,Business,5.0,100%,1.5
Alexis Cutchin,English & Comparative Lit.,5.0,100%,2
Pamela Ruiz,University Studies,3.7,80%,3.1
Toni Campbell,Child Development,3.5,20%,2.9
Su Hu,Chemistry,4.5,100%,2
Matthew Thompson,Theater,4.8,100%,2.2
Janet Silk,Art & Design,4.7,100%,2.5
Cristina Mejia Salinas,Communication,4.0,84%,3.2
Yeganeh Modirzadeh,English & Comparative Lit.,4.8,80%,1.6
Fritz Yambrach,Nutrition Foods,4.9,100%,2.3
Ken Tsang,Computer Science,5.0,100%,1.7
Russell Bartlett,Health Science,3.5,50%,2
Mehmet Gunay,Engineering,5.0,100%,1
Inae Yang,Law,4.0,74%,2.4
KyungMo Han,Kinesiology,2.3,0%,3.3
Jennifer Hartle,Health Science,3.5,58%,3.1
Jill Yager,Music,4.8,96%,1.9
Steven Lee,Justice Studies,3.2,34%,3.9
Erik Houts,Health Science,4.3,100%,2.2
Yoko Baba,Sociology,3.6,75%,3.2
John De Guzman,Asian American Studies,4.8,100%,1.3
Kendra Campbell,Kinesiology,5.0,100%,1
Randall Sexton,Art & Design,2.6,34%,4.1
Susanna Khavul,Business,4.4,100%,2.7
Leonard Lira,Political Science,3.7,84%,4
Roger Coldiron,Kinesiology,5.0,100%,1.7
Mariia Surmenok,Computer Science,5.0,100%,2.1
Hsuanwei Chen,Library Information Science,4.3,75%,2.8
Debbie Faires,Library & Information Science,5.0,100%,1.5
Franziska Renz,Business,5.0,100%,3
Marquita Byrd,Communication,2.7,36%,2.5
Nick Cramer,Engineering,5.0,100%,3
Huyen Le,Vietnamese,4.9,100%,1.5
Elizabeth Weiss,Anthropology,3.6,74%,3.6
Mayra Dudrenova,Geology,3.3,67%,2.7
Christina Peters,Materials Engineering,3.8,100%,3
Anum Ahmed,Communication Studies,4.7,100%,1.3
Janine DiGiacomo,Health Science,4.7,84%,1.8
Amy August,Sociology,5.0,100%,3
Lukas Moe,English & Comparative Lit.,5.0,100%,3
Soon Tee Teoh,Computer Science,4.2,88%,3.1
Gokay Saldamli,Computer Engineering,3.7,60%,3.4
Van Anh Tran,Liberal Studies,5.0,100%,2.3
Susan Maret,Library & Information Science,2.1,67%,3.8
Kerry Rohrmeier,Geography,4.2,58%,2.2
John Todd,Radio TV Film,5.0,100%,1.7
Peggy Boylan-Ashraf,Aerospace Studies,4.6,100%,2.9
Karthika Sasikumar,Political Science,3.9,80%,3.1
Doris Shaw,Marketing,2.0,0%,3.8
Luis Gomez,Communication Studies,2.4,34%,2.7
Stephen Morewitz,Sociology,3.1,23%,2
Katherine Nash,Music,5.0,100%,1.6
Sandra Bengochea,Music,3.5,50%,2
Alison George,Occupational Therapy,4.2,100%,3.2
Megan Chang,Occupational Therapy,1.0,0%,4
Katrina Long,Occupational Therapy,1.0,0%,4.5
Sara West,English & Comparative Lit.,3.3,60%,2.6
Inae yang,Business,5.0,100%,2.5
Johanna Movassat,Art History,3.7,44%,3.4
Edward Cydzik,Mechanical Engineering,4.7,100%,1.7
Tim Johnston,Philosophy,5.0,100%,3
Periklis Papadopoulos,Mechanical Engineering,2.7,34%,2.9
Thomas Lombaerts,Engineering,2.3,0%,3.7
Brandon Gainer,Communication,4.4,100%,2.6
Jan Botha,Civil Engineering,4.9,100%,2.1
Nikos Mourtos,Aerospace Studies,3.2,50%,3.5
Mike McCaffrey,Library amp Information Science,2.0,0%,4
Siu-Wang Huang,Civil Engineering,1.0,0%,1
Jon Rawski,Linguistics & Language Dev.,5.0,100%,3
Alpha Luk,Computer Science,3.5,50%,4
Aubrey Uresti,Counselor Education,4.0,100%,4
Tamara Chang,Art & Design,4.4,100%,3.3
Karen Bawel-Brinkley,Nursing,2.0,0%,3.9
Michael Brito,Mass Communications,4.9,100%,1.3
Saeid Bashash,Mechanical Engineering,5.0,100%,4
Yonghwan Lim,Computer Science,5.0,100%,2
Richard Abend,Linguistics & Language Dev.,5.0,100%,2.3
Robert Vitale,Business,3.4,46%,3.6
Brian Puckett,Communication,5.0,100%,1.5
Alvin Musgrave,Business,3.3,52%,3.1
Ilkan Cokgor,Computer Engineering,3.6,67%,3.5
Athanasios Hatzikoutelis,Physics,4.0,75%,3
Sanjoy Paul,Computer Science,3.0,50%,2.8
Jonathan Karpf,Anthropology,4.0,0%,4.1
Victoria Sansome,English,2.7,15%,3.9
Brooke Lustig,Chemistry,4.0,100%,2.8
Robert Bruce,Computer Science,3.1,45%,4.1
Bonnie Ludka,Geology,1.7,0%,4.7
Bo Yu,Computer Engineering,4.0,0%,3
Brenda Jamrus,Art & Design,3.2,0%,3
Jordan Reznick,Art History,5.0,100%,2.5
Josh Baur,Recreation,2.8,50%,3.3
David Eriksen,Hospitality,4.5,100%,4
Faun Maddux,Mathematics,4.0,0%,2.4
Cory Sweet,Mathematics,4.2,84%,3
Dave Wilde,Business,5.0,80%,2.8
Cole Armstrong,Kinesiology,5.0,100%,2
Joel Abrams,"Radio, TV & Film",4.9,100%,1.8
Janella Tolbert,Justice Studies,2.9,47%,2.9
Jeff Hummel,Economics,4.2,73%,3.2
Brian Hurst,Economics,2.8,32%,4.2
Melissa Conti,Communication,4.7,100%,1.7
Jay Johnson,Kinesiology,4.1,0%,1.6
Garrick Percival,Political Science,4.1,100%,2.7
Peter Young,Journalism,4.7,100%,2.1
Ken Mallon,Business,4.4,89%,2.7
Shari Moore,Business,3.4,55%,2.8
Georgia Acker,Nutrition & Foods,4.9,100%,1.4
Qu'Nesha Sawyer,Health Science,4.0,100%,2
Andrew Evans,Psychology,4.0,86%,3.7
Robert James,English,4.1,79%,2.7
Mary Warner,English,2.9,80%,3.6
Janet Stemwedel,Philosophy,3.7,78%,2.5
Natalie Boero,Sociology,4.1,100%,2.9
Elizabeth Migicovsky,Chemistry,4.8,88%,3.8
Ryan Lundell-Creagh,Psychology,3.0,0%,5
Russell Hong,Communication,4.8,100%,1.5
Aidin Hajikhameneh,Economics,4.1,93%,3.4
Colleen Oleary-Kelly,Nursing,4.4,100%,3.2
Peter Labuza,"Radio, TV & Film",3.5,50%,3.8
Ravi Cho,Mathematics,4.0,100%,2.5
Leonie Guyer,Art & Design,2.5,17%,2
Jennifer Avena,Biology,3.1,58%,3.9
Cibelle Nassif,Biology,5.0,100%,1.5
Alex Garcia,Physics,4.8,88%,2.4
Alicia Henderson,Education,4.1,80%,1
Brandon Moore,Design,3.3,34%,4.3
Christina Leal,Child Development,3.2,100%,3
Mark Hartunian,Justice Studies,4.5,100%,3.5
Hungwen Li,Computer Engineering,2.8,31%,3
Kirsten Brandt,Theater,3.4,54%,2.9
Robert Foran,Environmental Studies,5.0,100%,2
Victoria Heilweil,Photography,5.0,100%,2
Xiaoyan Xu,Business,4.0,67%,2.4
Fiona Young,Nutrition & Foods,3.0,50%,3.5
Paul Zechiel,Science,5.0,100%,1.8
Krista Wirth,Chemistry,4.7,100%,2
Heli Patel,Marketing,4.8,92%,2.8
Alan Ghazarians,Mathematics,4.6,86%,3
Tan Nyugen,Electrical Engineering,4.5,100%,3
Kyle Ball,Music,5.0,100%,2
Madison Sullivan,Library & Information Science,5.0,100%,3
Sheree Kirby,English & Comparative Lit.,3.6,40%,3.7
Sarah Nadeau,Psychology,3.4,37%,2.8
Kevina Brown,Science,5.0,100%,1.2
Matthew Gonzalez,Kinesiology,4.8,100%,1.5
Jaideep Jain,Business,4.4,80%,2.1
Antoinette Bloom,Nutrition & Foods,3.1,38%,3.4
Rhonda Plofkin,Meteorology,4.9,100%,2.2
Janel Astor,Special Education,3.0,0%,3.3
Stephanie Evans-Wemusa,Engineering,4.6,80%,2.2
Ali M Zargar,Technology,2.3,0%,3.5
Wendy Smith,Nutrition & Foods,5.0,100%,1.5
Arletha Murray,Health Science,4.3,100%,2
Ali Guarneros-Luna,Aerospace Studies,5.0,100%,2
Jonathan Seang,Environmental Studies,5.0,100%,5
Jesenia Angeles,Health Science,3.0,0%,5
Rachelle Jackson,Social Work,1.0,0%,3
Susan Verducci-Sandford,Humanities,4.8,100%,2.8
Tejaswini Karra,Computer Science,2.1,25%,3.5
David Galan,Communication,3.4,60%,2.4
Jeremy Kemp,Business Communications,2.8,100%,3.8
Bryan Hoffer,English amp Comparative Lit.,4.2,80%,3
Anna Bielecki,Recreation,5.0,100%,1
Boon Koon Tan,Design,1.0,0%,4.5
Ellyn Herb,Psychology,3.6,64%,2.2
Rachel Crawford,English & Comparative Lit.,5.0,100%,2
Amanda Stasiewicz,Environmental Studies,4.3,75%,3.3
Nick Hsiao,Mathematics,5.0,100%,3
Shahin Gerami,Women's Studies,2.9,55%,3.2
Ty Lin,Computer Science,1.4,25%,3
Long Phan,Science,4.1,80%,3
Carlos Rueda,Philosophy,5.0,100%,1
Lea Lasman,Child Development,2.4,29%,2.6
Funie Hsu,American Studies,4.4,88%,3.4
Cindy Esquivias,Communication Disorders,5.0,100%,2
Wenbin Wei,Aviation,3.2,50%,2
Don Reed,Geology,3.4,15%,3.5
David Kiang,Biology,3.0,55%,3.1
Craig Nathanson,Business,5.0,100%,1.5
Frederick Vincent,Mathematics,4.4,80%,2
Dana Billings,Nutrition & Foods,1.8,22%,3.3
Murry Schekman,Counselor Education,3.9,67%,3.3
Aurelio Dias Ferreira,Spanish,4.9,100%,1.9
Monica Allen,Health Science,3.6,34%,2.8
Christian Tanase,Kinesiology,5.0,100%,1
Mircea Gheorghiu,Chemistry,1.8,25%,4.8
Raghu Agarwal,Mechanical Engineering,1.8,0%,3.2
Joseph Schulz,Aerospace Studies,3.0,0%,5
Steve Hinerman,Communication,3.9,58%,2.4
John Lee,Mechanical Engineering,4.2,75%,2.9
Sarah Martin,Health Science,4.2,84%,4
Patricia Backer,Aviation,1.4,7%,4.4
Mohamed Fayad,Computer Engineering,3.1,4%,3.2
Frank Gonzales,American Studies,4.0,100%,3
Patrick Brown,Meteorology,5.0,100%,2
Todd Gilman,Library Science,2.5,43%,4
Cynthia Baer,English,3.5,25%,3.9
Mohammad Khayatian,Computer Engineering,4.0,100%,3
Lisa Josefik,Science,5.0,100%,3
John Estill,Economics,4.4,60%,2.5
Frank Lin,Computer Engineering,3.2,42%,3.3
Tiffany Martinez,Communication,4.2,80%,2.4
Mike Splane,Business,4.9,100%,1.3
Gavin Turner,Geology,4.2,69%,2.7
Kuan-Lin Chen,Mathematics,1.5,0%,3.8
